Assemblage_Name	0-0-3509963	2-9727965-1	6602264-9824088-8133594	6602264-9824088-6661075	2798484-9824088-5302163	232460-4-0	0-8694917-4	9660157-1-5890666	6602264-5764213-5786414	7749916-2-5743269	1-1-5302163	9513697-1-5890666	3110365-9824088-5302163	0-3107514-4	1-1-525124	2-0-7056660	6939347-0-3509963	1-3252586-5302163	7546772-8718661-1	0-8694917-6792473	2-2158580-3324031	0-6997987-4	1-4-3195343	2-1221714-0	7407819-4-2548212	1-4-4676514	0-0-3265624	1-1-4	7749916-2-9342439	9510663-9824088-391039	5574416-2-6704413	0-0-595337	1-4-386674	0-0-8046896	7562568-3-3324031	0-2-7691746	138987-2-0	2-3-3324031	1429430-159631-0	3915998-1-4242332	9078883-2-6396738	9510663-9824088-5276945	4526214-4-0	5353762-3-3324031	2-8812113-3324031	5261745-3-3324031	0-0-4	6646396-0-9507250	1764527-2-5743269	5261073-1-5890666	2-8718661-1	2-4653781-3324031	2-0-3	0-9804235-4	3825090-3-3324031	685596-2-0	7875858-3-3324031	7407819-4-2386985	1-1-4595327	2-7848998-3324031	6646396-4002679-9507250	6646396-6690632-9507250	1-1-2462453	1820533-1-5890666	1-1-7852206	2-7474620-0	7407819-4-0	1-4-3759086	0-0-1492929	2-4396242-8194978	6602264-9824088-78268	1-31219-4242332	5038433-9824088-5276945	1-4-2244384	2-2-0	1-1-9320957	0-0-7184186	2-3-8827778	2-2-2425621	6602264-9824088-5302163	6602264-9824088-7892147	4729640-1-5890666	4903871-864246-4	2402265-9824088-5302163	6602264-1-5302163	1-1-9425672	1-6612744-3195343	0-0-3906096	1-4-0	1-4-1452744	9316172-9824088-5302163	1-4-4913342	4723901-9824088-5302163	8249623-3-7325409	2642181-2-6704413	9510663-9824088-5302163	1-1-5176510	3930857-2-0	8793291-9824088-5302163	6143704-1-4242332	1589279-2-5743269	8167487-8694917-4	2-2-8194978	4921293-0-4	1-1-5890666	0-2-3575025	8049704-0-4	1-4-7228346	1-2472781-5890666	1-4-4216239	5779243-2-0	1429430-3251440-5557056	2-7965507-3324031	4194198-1-5890666	6456793-4-0	2562349-8812113-3324031	1-1-4242332	0-0-1749264	0-2-6396738	1429430-3251440-0	2-2-5205563	2-3-7325409	1-4-3525605	0-3240925-3906096	7546772-8718661-5634427	1574775-1-5890666
assemblage-532-354	0	0	0	0	0	0	21	0	0	13	39	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	3	55	0	0	8	0	0	0	8	0	62	19	0	0	0	0	12	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	11	0	0	12	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	9	25	0	0	5	0	0	45
assemblage-363-547	0	0	0	0	0	0	12	0	0	10	43	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	49	15	0	0	15	0	33	0	0	0	0	0	0	0	0	0	0	0	33	0	0	28	0	11	0	0	0	13	49	0	0	0	0	0	0	0	0	0	0	0	0	16	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	7	0	0	0	0	40
assemblage-529-629	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	10	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	23	0	0	13	0	5	0	0	0	0	0	0	0	0	0	0	11	5	0	0	7	0	0	0	0	49	0	0	0	0	0	3	55	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	9	15	0	0	0	0	0	32	0	0	0	44
assemblage-707-574	26	0	11	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	5	63	0	0	0	0	0	11	0	0	50	0	0	0	0	0	0	0	0	4	0	0	0	22	0	0	0	36	0	0	40	0	7	0	0	0	0	0	0	0	0	0	0	17	9	0	0	0	0	0	0	0	63	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	35
assemblage-363-465	0	0	0	0	0	0	19	0	0	14	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	56	14	0	0	13	0	44	0	0	0	0	0	0	0	0	0	0	0	29	0	0	19	0	0	0	0	0	6	55	0	0	0	0	0	0	0	0	0	0	0	0	3	37	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	51
assemblage-368-631	12	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	18	61	0	7	0	0	0	20	13	0	9	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	12	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	22	0	0	65	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	46
assemblage-411-672	0	0	0	0	0	0	24	0	0	14	54	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	70	15	0	0	0	0	29	4	0	0	0	0	0	0	0	0	0	0	18	0	0	18	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	12	0	0	10	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	61
assemblage-348-464	0	0	0	0	0	0	17	0	0	19	42	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	85	17	0	0	0	0	13	4	0	0	0	0	0	0	0	0	0	0	23	0	0	7	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	6	0	0	1	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	65
assemblage-698-498	0	0	0	0	0	0	26	0	0	13	38	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	32	0	0	0	0	4	0	0	6	42	0	0	0	0	0	0	6	0	49	10	0	0	0	0	34	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	24	0	0	0	0	0	0	0	15	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	5	0	0	0	0	0	0	0	0	0	9	0	5	11	0	0	7	0	0	45
assemblage-497-493	0	0	0	0	0	0	13	0	0	8	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	68	13	0	0	11	0	47	0	0	0	0	0	0	0	0	0	0	0	22	0	0	20	0	0	0	0	0	0	65	0	0	0	0	0	0	0	4	0	0	0	0	7	35	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	9	0	0	0	0	63
assemblage-409-524	13	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	61	0	0	0	0	0	28	19	0	19	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	9	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	13	0	0	40	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	56
assemblage-696-326	0	3	0	0	0	0	14	0	0	26	16	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	48	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	59	9	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	13	0	0	48	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	14	9	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	11	0	0	0	0	42
assemblage-404-579	0	0	0	0	0	0	21	0	0	22	47	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	6	55	0	0	0	0	0	0	8	0	57	18	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	24	0	0	0	0	0	0	0	15	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	51
assemblage-596-514	16	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	41	0	0	0	0	0	14	17	0	9	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	13	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	20	0	0	62	0	0	0	0	0	0	19	0	0	13	5	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	55
assemblage-387-549	41	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	66	0	0	0	0	0	15	11	0	25	0	0	0	0	0	0	0	12	0	0	0	0	8	0	0	0	30	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	9	0	0	38	0	6	0	0	0	0	37	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52
assemblage-612-665	40	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	52	0	0	0	0	0	9	0	0	41	0	0	0	0	0	0	0	0	6	0	0	0	12	0	0	0	31	0	0	40	0	4	0	0	0	0	0	0	0	0	0	0	25	10	0	0	0	0	0	0	0	39	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	64
assemblage-432-615	0	0	0	0	0	0	23	0	0	22	38	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	11	67	0	0	0	0	0	0	14	0	49	9	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	25	0	0	0	0	0	0	0	17	0	0	0	0	0	43	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	10	0	3	18	0	0	5	0	0	41
assemblage-767-668	0	0	0	0	0	0	28	0	0	4	0	0	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	20	0	0	0	32	28	0	0	0	0	0	0	11	0	35	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	15	0	0	0	0	0	0	0	16	0	0	0	0	131	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	0	0	0	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	49
assemblage-525-510	0	0	0	0	0	0	29	0	0	14	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	47	0	0	0	0	0	4	10	0	31	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	11	0	0	7	0	0	0	0	0	0	0	31	0	0	0	0	105	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0	10	0	0	0	0	18	0	0	0	0	0	0	0	0	42
assemblage-543-479	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	45	0	0	0	0	0	11	12	0	13	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	11	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	15	0	0	76	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	63
assemblage-275-306	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	20	56	0	0	0	0	0	20	16	0	11	0	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	14	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	15	0	0	55	0	0	0	0	0	0	15	0	0	0	0	0	0	0	7	16	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	56
assemblage-436-616	11	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	10	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	36	0	0	12	0	5	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0	44	0	0	0	0	0	8	38	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	18	0	0	0	56
assemblage-535-590	0	0	0	0	0	0	44	0	0	13	0	0	0	0	0	0	0	0	0	0	8	13	0	0	0	0	0	0	0	0	0	0	4	0	0	0	20	45	0	0	0	0	0	0	13	0	37	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	10	0	0	8	0	0	0	0	0	0	0	9	0	0	0	0	95	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	24	0	0	0	0	17	0	0	0	0	0	0	0	0	44
assemblage-496-517	0	0	0	0	0	0	16	0	0	15	45	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	33	0	0	0	0	0	4	0	0	0	47	0	0	0	0	0	0	0	0	62	16	0	0	0	0	24	11	0	0	0	0	0	0	0	0	0	0	18	0	0	15	0	0	0	0	0	0	19	5	0	0	0	0	0	0	0	0	4	0	0	6	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	54
assemblage-511-550	0	0	0	0	0	0	13	0	0	31	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	59	33	0	0	0	0	27	13	0	0	0	0	0	0	0	0	0	0	18	0	0	9	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	5	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	53
assemblage-565-445	11	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	64	0	0	0	0	0	10	20	0	11	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	12	0	0	66	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	3	0	0	0	0	9	0	0	0	0	0	0	0	0	54
assemblage-392-520	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	9	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	29	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	53	0	0	0	0	5	14	49	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	20	0	0	0	62
assemblage-529-483	0	0	0	0	0	0	11	0	0	16	30	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	58	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	59	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	32	0	0	37	0	0	0	0	0	0	60	0	0	0	0	0	0	0	5	0	0	0	0	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	4	0	0	0	0	38
assemblage-530-503	0	0	0	0	0	0	7	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	51	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	69	14	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	27	0	0	22	0	0	0	0	0	0	81	0	0	0	0	0	0	0	5	0	0	0	0	14	9	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	16	0	0	0	0	43
assemblage-663-385	0	0	0	0	0	0	12	0	0	16	26	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	35	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	52	8	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	15	0	0	28	0	0	0	0	0	0	91	0	0	0	0	0	0	0	14	0	0	0	0	14	5	0	0	4	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	8	0	0	0	0	51
assemblage-548-384	0	0	0	0	0	0	9	0	0	12	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	76	20	0	0	18	0	25	0	0	0	0	0	0	0	0	0	0	0	33	0	0	16	0	7	0	0	0	6	68	0	0	0	0	0	0	0	0	0	0	0	0	9	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	11	0	0	0	0	31
assemblage-499-650	0	0	0	0	0	0	33	0	0	14	8	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	12	0	0	0	14	18	0	0	15	29	0	0	0	0	0	0	25	0	54	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	3	0	0	0	25	0	0	0	0	0	0	0	39	0	0	0	0	52	0	0	0	0	0	0	0	0	53	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	20	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0	0	0	0	0	42
assemblage-291-504	0	0	0	0	0	0	11	0	0	18	29	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	44	0	0	0	0	0	0	0	0	0	32	4	0	0	0	0	0	0	0	41	4	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	25	0	0	28	0	0	0	0	0	0	84	0	0	0	0	0	0	0	7	0	0	0	0	23	9	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	0	6	0	0	0	0	38
