Assemblage_Name	2-4-37018	2-4713683-2274569	2319168-3-2	3239437-4-0	8693455-77503-1	4-4-4	2-2549949-0	2-4-2875659	1-0-1	2-7698485-2	2-3-2	1-77503-7858918	6002152-77503-1	5198840-542576-1	8540524-4-0	2-3291760-0	3788253-4-0	5767164-4-4	5198840-1215648-1	3225987-4-0	2-3-9079808	2-3992984-2	2-2-8513800	2-4-1685385	4-4-2939974	7275572-4-0	2-2-0	2-4-1125706	2-3-2274569	5198840-77503-1	2-4-2727515	2-9990099-0	5198840-77503-5551768	1594392-4-0	2987251-3-2274569	4692796-4-0	2-4-8606203	1-7487630-1	7923283-4-0	5198840-5917994-1	9423404-4-0	107011-3-2274569	4780528-4-0	1-77503-7184320	9743749-3-2274569	1-2974565-1	7051887-4-0	1-77503-9584129	5573769-77503-1	5198840-77503-3675801	2731537-4-0	2-4956648-0	2-6932711-2	4-4-2	2-5280097-2	2-4-1914484	8407847-2-8513800	2-8836536-0	2-4-0	2-3-6389261	9747133-4-0	5811005-4-0	5198840-2019224-1	9796885-4-0	1-4-2	2-3-3764937	1-77503-7247496	4-4-793200	6184675-77503-1	2-4-3075445	1-77503-1	1931638-4-0	1-77503-7451833	7383650-4-37018	3239437-4-1027011	9956721-77503-1	2-9325232-0	2-9170988-0
assemblage-379-593	0	0	0	0	0	7	0	0	5	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	38	0	0	0	0	0	65	0	0	0	0	0	17	0	0	0	0	0	0	11
assemblage-447-857	16	0	0	0	0	6	0	0	12	0	42	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	20	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	11	0	0	133	0	0	0	0	0	5	0	0	0	0	0	121	0	0	0	0	0	0	23
assemblage-986-557	78	0	0	0	0	0	0	0	22	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	22
assemblage-645-340	13	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	7	0	0	0	0	313	0	0	0	0	0	8	19
assemblage-348-821	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	111	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	7
assemblage-826-101	0	0	0	33	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	19
assemblage-514-309	0	0	0	87	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	16
assemblage-1009-796	0	0	0	125	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	7
assemblage-204-828	0	0	0	24	0	0	0	0	0	0	49	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	8	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	14
assemblage-782-422	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	212	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
