Assemblage_Name	2-4986244-1	8818895-2829810-6651326	2-0-8653177	8418195-8848160-7486020	304491-7863862-6651326	3-1565527-4	3-3823733-4	6542452-4-4354144	8818895-0-9386497	3-8848160-1	8818895-8372019-6651326	3-1-4	8818895-0-1541999	2305963-8053404-6651326	304491-3526217-6651326	8818895-3169296-6651326	0-4-1239664	2286157-8848160-1	2-4208768-0	8818895-7863862-6651326	0-3536071-4	1634475-8420210-0	3-7448292-4	5602917-2463846-0	4551229-4986244-1	2305963-5335472-5728855	2-2676432-8653177	8535162-4-4	2-3947149-4927161	3712087-404115-0	3-8848160-1259166	8818895-6571134-6651326	2713448-7448292-4	3-3670165-1	4494482-4-1239664	9308472-4-4471929	8157790-0-6651326	1178902-2463846-0	2-3549073-0	0-6573765-5970940	8818895-0-2325623	0-4-4	2-2463846-124737	8418195-8848160-1	8990668-2463846-0	2-8405341-0	9535775-0-0	2-9315857-0	8818895-7093652-6651326	8818895-0-251631	0-6573765-4	2-6704346-0	2-3947149-0	8818895-4353979-6651326	2-0-0	2-2727712-4649804	0-489752-4	2305963-16263-6651326	9984748-4-1	2305963-0-6651326	7815240-8420210-0	2-2463846-5432807	3-3254029-4	3712087-23026-0	8818895-0-0	0-4-1407654	8418195-8848160-9461031	8818895-1952768-6651326	3-9509979-1	8415564-2463846-0	1827718-4-4	3-8848160-5289502	3-4-1339037	0-6691402-5040366	4082810-8420210-0	3-4-4068566	2-5128807-0	6542452-1236160-4354144	4082810-8420210-2181765	8418195-8738087-7486020	3712087-2463846-0	2305963-0-5728855	3949603-2463846-0	719054-0-6651326	0-4-247236	7364672-0-6651326	6981111-0-6651326	8818895-5320999-6651326	3-8848160-7422131	2-2463846-2722589	2305963-3464401-6651326	2592439-4-4	6014725-2644937-4	3-4-1	4082810-3-0	0-4-5040366	2-2463846-4649804	0-4-8882173	6014725-1-4	8818895-1852176-6651326	5146451-4-1	3-6774090-1	2-0-8057872	2-2463846-0	3-6488400-4	8818895-0-8188650	3712087-3035300-0	470931-0-6651326	0-4-4354144	0-2356148-4	8818895-5802106-6651326	2738885-2463846-0	2305963-0-9442448	2-0-2156315	8818895-0-6651326	0-8177505-247236	8818895-1544162-6651326	1481630-2463846-0	4592249-2829810-6651326	609523-8848160-1	8818895-1519865-6651326	157162-4-4	6765348-2463846-124737	1827718-4-4471929	8818895-8073269-6651326	8818895-9581843-6651326	8418195-8848160-4273856
assemblage-826-970	0	0	49	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	14	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-950-291	0	0	0	0	0	0	0	0	0	143	0	89	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	10	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	111	0	0	0	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-824-965	14	0	56	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-714-272	18	0	43	0	0	0	14	0	0	48	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	47	0	9	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-522-357	9	0	27	0	0	0	0	0	0	43	0	35	0	0	0	0	0	0	0	0	0	0	0	0	8	0	26	0	0	0	15	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	32
assemblage-536-381	0	0	23	0	0	0	0	0	0	35	0	51	0	0	0	0	0	0	0	0	0	0	0	0	7	0	9	0	0	0	26	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-476-875	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	26	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-488-508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	19	0	26	0	0	0	0	0	0	0	0	16
assemblage-379-174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-207-404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	27	0	0	0	10	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	79	67	0	0	0	0	0	0	0	0	0	0	13
