Assemblage_Name	1-1377017-3444825	1-537755-3444825	0-1-6989067	0-1-814719	0-8865041-2	4443009-6854057-2	2617375-1-2	8740040-1-2	1-0-3	1-3552373-3444825	0-805331-2	0-6439901-2	1-280984-3	1724859-3454071-2	1-6923161-2	1-3100407-0	1-2-5348140	5217638-0-3	0-2610939-2	2693371-1-9912000	0-9592205-2	2673277-7688113-5252633	1-9366505-3444825	6210085-7154761-2	0-1-1431307	1-0-3444825	8818616-1-2	0-1-2	1069127-3454071-2	0-1-5230056	1-3100407-6526280	1-3454071-1918884	1254516-3100407-0	1-7688113-3009921	919803-3100407-0	0-1-4795520	222918-1-708335	6210085-1-2	3427671-1-2	1-7688113-5252633	8033267-0-3	1-3852987-2	9554510-1-2	0-1-9912000	6709073-3100407-0	0-1-9164771	1177751-1-2	0-1-5430141	1-0-6147712	1-3100407-3290653	1-4127144-2	8138403-1-2	1-3454071-9340391	0-8515229-2	1-3-3	5397795-3100407-0	0-9745245-2	1-5456626-2	1-3552373-3434185	0-89177-2	3427671-1-4950573	0-6854057-2	1-3552373-6289689	0-560633-2	2020074-1-2	222918-1-2	1-2-165749	4645309-3454071-2	6740372-6854057-2	1-3454071-2	4204413-1-2	0-1-3698174	0-1-1510695	9231450-3454071-2	1-7688113-0	1-2-3	1-2-0	9411239-1-2	1-0-6171997	7957213-3454071-2	0-7008747-2	1-3454071-5000785	4169524-3100407-0	0-1325086-2	1-9366505-6836958	1-9025490-2	1-3500160-3444825	7358312-3100407-3290653	1-6299249-2	1-1859478-0	0-1-8749897	1-1254471-0	1-4345707-3
assemblage-273-900	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0	0	0	0	56	0	0	0	101	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-254-885	0	0	0	0	0	0	0	22	104	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	19	0	138	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	15	0	0	0	0	0	0	22	0	0	0	0	0	0	30	0	0	0	0	0	0	0	70	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-891-302	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
assemblage-991-720	0	0	0	0	0	0	0	0	3	0	13	0	0	0	0	15	0	0	0	0	0	0	0	0	0	60	0	167	0	0	0	0	0	0	0	0	0	49	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-443-206	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	8	22	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-1005-716	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	28	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-272-732	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	71	0	152	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-950-266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	29	117	0	203	0	0	0	0	0	0	0	0	0	38	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-466-364	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	64	0	193	0	0	0	0	0	0	0	0	0	13	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	33	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-250-249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	27	0	28	55	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	43	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	31
assemblage-164-524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	363	0	0	0	0	0	10	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-162-502	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	88	0	178	0	0	0	0	0	0	0	0	0	17	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-802-744	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	255	0	0	0	0	0	0	0	0	0	0	36	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-672-668	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	14	237	0	0	0	0	0	0	0	0	0	0	41	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-796-465	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	10	283	0	0	0	0	0	0	0	0	0	0	30	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-908-785	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	6	29	117	0	0	0	0	0	0	0	0	0	0	16	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	6	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-802-123	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	54	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-421-662	0	0	0	0	33	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	214	0	0	0	0	0	0	0	0	0	0	12	0	0	10	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	10	0	0	18	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
