Assemblage_Name	9801580-3796120-7842521	4695502-4534223-1	1-8489422-4	711482-1-2543769	9198208-4-1	973116-3796120-4	7880237-2-1155435	9985518-1533748-2164537	8749520-0-3	5022992-2-1155435	4695502-0-3585834	1421082-0-7348456	9801580-4011598-4	2870491-4459327-0	2-0-2215140	4-4-80476	2870491-2-4871700	2-0-2015960	6420090-2-7619932	2-1743676-3	2870491-6869866-0	4695502-0-5755728	8772997-2-4	6029896-3796120-4	152037-2-9008060	63717-2-0	1-4963751-4	4910735-2756048-1155435	6070780-4-443569	1-3079462-4	2870491-2-3811690	1793607-0-3	1-2-2739010	6420090-5533004-2164537	2870491-2-2747002	498333-717440-0	503203-3796120-4	2870491-4450515-0	2870491-6607359-4871700	2870491-2-0	5505500-3796120-4	2-3093484-3	1793607-0-3458371	4695502-0-6018834	1-2-7619932	6420090-3920719-2164537	4608266-2-0	4695502-0-7626660	2-0-3	116424-3796120-4	9801580-3796120-600701	6420090-1533748-7684892	2870491-6100382-1155435	152037-2-4	1-2-4	1577617-4-443569	2-512974-3	9801580-4192615-4	9896956-0-3	152037-3098863-4	3703798-2-4	498333-6092624-0	1-2-588168	4-4-5747785	6420090-1295387-2164537	2093522-1666350-2164537	7695441-4-5747785	6420090-1533748-7619932	2870491-2-1155435	2-0-6687369	9801580-3796120-4302952	8227484-2-1155435	152037-2837045-4	1-2-1302520	7843160-4-1	4099986-0-3	6420090-1533748-2164537	1975256-1533748-2164537	7052019-7311360-2164537	4-5842646-1	4695502-0-7333026	6972952-4-2689746	1-7077209-4	498333-6092624-7511809	498333-1516983-0	6972952-4-5747785	1793607-9224462-3458371	9801580-3796120-2807966	8007507-2-5336968	1728733-2-1155435	4-1233734-6877059	4695502-8249790-1	8767744-0-3	4021804-1533748-2164537	9801580-3796120-4463967	2093522-1533748-2164537	1577617-8437230-443569	9801580-268812-4	152037-2-3367503	2-0-5969569	8252636-0-1	2870491-3281707-0	1-2-4996289	3930203-2-0	9801580-3796120-4	3930203-2-9728260	7052019-1533748-2164537	1-6240972-4	1-6887800-4	2-0-4812113	3342645-5909230-3	1793607-0-7348456	4-8055163-5747785	4-4948131-6877059	4-583999-443569	2870491-2-5150933	4695502-0-1	4-4-443569	6420090-1533748-813937	152037-2-8452785	4910735-2-2340905	4-4-1	4910735-2-1155435	1-3796120-4	3974541-0-2493407	6972952-99523-5747785	2870491-2-1241955	3552740-2-1302520	2738100-3796120-4	6420090-1533748-393285	4-4-6877059	2870491-6092624-0	2-5909230-3	9801580-649070-4	8772997-2-575752	3974541-0-3	2745977-1533748-2164537
assemblage-160-948	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	14	208	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-357-334	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	30	0	0	0	4	0	0	13	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	77	12	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	30
assemblage-679-391	0	0	0	0	0	0	0	20	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	121	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	9	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-610-223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	133	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	47	0	41	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	22	0	0	15	0	0	0	0	0	0	0	0	0	0	20
assemblage-688-487	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	79	0	0	0	0	0	0	0	0	11	0	0	0	25	0	0	0	0	0	5	0	8	0	0	0	0	0	24	38	56	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5	38
assemblage-349-339	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	45	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	22	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	48	31
assemblage-803-461	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	67	0	0	0	0	22	0	0	0	0	0	0	0	0	0	13	0	0	0	0	24	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	50	91	27	0	0	0	0	0	71	0	0	0	0	0	0	4	0	0	0	0	0	24
assemblage-260-232	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	7	0	0	0	36	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	7	0	0	0	52	0	35	0	0	0	0	0	0	0	15	0	0	0	0	50
assemblage-977-352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	152	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	31	0	7	0	0	0	0	0	0	41	0	0	0	0	11	0	0	0	10	0	0	0	8	14	0	0	0	0	33	0	28	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
assemblage-614-667	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	10	40	0	0	0	5	11	0	67	0	0	0	0	0	71	0	0	0	0	0	0	24	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	32	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	24
