Assemblage_Name	3312832-2-2	206155-1694615-2	4-2-8870375	165958-6563671-2	4-6361177-2	6732992-2-3011213	4-2-9566613	0-7293011-2	1007285-4777253-2	4246345-2-2	6673811-4777253-2	4-2358595-2	0-9599590-5007881	4-6522108-2	4363318-2-2	7306084-8838844-1	0-8489994-5007881	2018768-2-3011213	4-2-3011213	5185256-5425758-3	0-4777253-5977055	0-4777253-5007881	3531545-2-9941529	4-1880072-2	4-7023558-3011213	4-4689634-2	0-4777253-2	4-2-1009498	1-4-3	5358191-1694615-2	4-8838844-3081896	4-2-8000841	3531545-7377798-2	4-2-8792762	4-4607542-2	0-4-2	0-1694615-4911445	4-2-1457300	3909031-4777253-5007881	4246345-2-1235592	7286083-2-2	5234421-2-2	3531545-4037242-2	656869-2-4624346	4-2-8533796	0-4777253-6273587	0-2998907-5007881	1285598-2-2	1888553-4777253-6273587	4-2-724543	0-1694615-2	1-4-5861552	8498116-1694615-2	5834605-2-2	9432163-4-1	8069791-2-2	1-9872424-5536863	8745223-2-2	1-5425758-3	4-2-4624346	0-8787647-5007881	3531545-2-103830	0-9788348-2	8083128-4-1	6697015-4777253-2	4-2-4760388	4-4168892-2	404933-2-2	4-2-1961525	0-5675638-8840239	4-2-4003062	8499941-4-2	4-2-1862544	4040593-2-2	4-2-2	4-2-0	1789148-2-2	8135965-6354126-2	4-2-5701179	0-1694615-2934865	1-4-5536863	4-6354126-2	0-4777253-5287634	3531545-2-2339600	0-1350934-2	2916936-2-2	0-1694615-1230284	0-7761796-2	5532874-4-3	4-2-5163892	115142-2-2	0-8562273-5007881	3531545-2-2	2703915-2-2	4-8838844-1	4-2-244925	3168591-4-1	4-2-5303566	4-2-2054869	0-9615051-2	4-9715078-2	5116314-5675638-2	4-9195900-1	4634131-2-2	4-7304702-2	4-5886895-2	0-5675638-2	0-2463114-2	5348156-1694615-2	2487469-4777253-5007881	4-9844870-1	2695382-4-2
assemblage-160-948	16	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	25	0	0	51	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	0	31	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-357-334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	53	0	0	0	214	0	0	0	2	0	0	0	0	0	0	0	0	11	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-679-391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	110	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	65	0	0	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-610-223	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	9	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-688-487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-349-339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	14	0	0	0	13	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-803-461	0	0	0	0	0	0	0	0	0	0	0	34	9	0	0	0	0	0	0	0	0	23	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	16
assemblage-260-232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	13	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	18	42	0	0	0	0	0	0	0	12	0	0	0	0	0	73	0	5	0	0	0	0	0	0	0	0	0	48	0	0	0	0	18
assemblage-977-352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	18	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	267	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-614-667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	54	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	18	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	9
