Assemblage_Name	2-2043170-4	5223267-37392-4	8039703-3865863-3	1-2579986-3	0-792386-2	7537548-2-734209	2-4287101-4	2-263877-4	7447986-2-5417292	3308679-9581303-2	7447986-2-3969582	1-5088652-3	1-1548067-3	8504525-2-4	2-37392-4	0-4328805-2	0-5408690-2	2699693-3865863-3	8502183-2-4	0-9581303-2	416848-792386-2	4241567-2-0	5829085-37392-4	5668983-37392-4	0-792386-9018275	4210554-792386-7373158	2786183-3865863-3	1-3865863-6175449	7760174-792386-2	4066135-2-8372961	6814890-1077635-5937245	6814890-1077635-1852215	6814890-9879838-5937245	1-3242174-3	2638323-9581303-1260903	2763928-37392-4	7447986-2-4	2-4820143-4	7447986-2-2909226	2638323-9581303-2	1-3865863-1214192	2995381-9560495-2	3081228-2-4	1225603-5057454-0	2907166-1077635-5937245	6396569-6271921-5937245	3079905-2-4	1404522-674763-2991844	2995381-792386-2	1-3865863-6747595	7447986-2-1567708	8039703-3865863-6555165	3582998-674763-2991844	7537548-7545473-734209	1-2495424-3	3552207-3865863-3	757560-2-4	2-37392-9503018	0-2-3200805	2843652-2-9613328	2-2-2047712	0-1077635-5937245	2-2-8052204	3707030-792386-2	2-2-4	4468762-2-8365097	1-3865863-3	0-792386-7373158	6814890-6271921-4658234	2-2196395-4	6138990-2-4	0-2-2	0-2-0	7447986-2-8365097	7447986-8054259-4	1439472-2-4	1-9908912-3	3110645-3865863-3	8892204-792386-2	7447986-2-8372961	5612115-2-4	0-792386-5818082	1404522-2-2991844	3582998-278729-2991844	0-1077635-2	0-2-1694078	2-37392-4738993	2843652-2-4	7447986-9310054-4	0-8691552-3200805	6814890-7496480-5937245	6814890-6271921-5937245	0-6686176-2	1225603-5057454-4205843	7447986-4812198-8372961	1-289380-3
assemblage-856-509	17	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-494-668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-504-675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-373-790	0	0	0	0	37	0	0	0	0	0	0	0	0	0	80	0	0	0	0	19	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	21
assemblage-393-803	0	0	0	0	77	13	0	0	0	0	0	0	0	0	15	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	128	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	26
assemblage-964-845	0	0	0	0	75	15	0	0	0	0	0	0	0	0	13	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	84	0	0	143	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	23
assemblage-262-925	0	0	0	0	29	18	0	0	0	0	0	0	0	0	65	0	0	0	0	10	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	78	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	40	5	77	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-118-500	0	0	0	0	14	22	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	200	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	5	0	0	0	0	0	0	0	47	0	0	0	41	0	0	0	0	0	31	0	9	0	0	0	0	0	0	0	0	0	0	24
assemblage-881-672	0	0	0	0	29	12	0	0	0	0	0	0	0	0	91	0	0	0	0	11	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	60	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	6	69	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-176-91	0	0	0	0	27	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	4	0	0	0	114	0	0	112	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	9	0	0	0	5	0	0	70	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-181-106	0	0	0	0	11	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	73	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	24	0	0	0	17
assemblage-163-101	0	0	0	0	6	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	84	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	7	24	0	0	0	10
assemblage-885-841	0	0	0	0	32	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	10	0	0	0	164	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	26
assemblage-779-935	0	0	0	0	99	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-831-161	0	0	0	0	40	0	0	0	0	3	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	172	0	0	44	0	0	0	0	0	0	0	70	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-522-210	0	0	0	0	37	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	92	0	0	40	0	0	0	0	0	0	0	7	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	23	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-124-179	0	0	0	0	49	0	0	11	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	85	11	0	43	0	0	0	0	0	0	0	12	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	14	0	7	0	0	0	54	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-897-916	0	0	0	0	151	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	65	0	0	16	0	0	0	0	0	0	0	30	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	36	0	11	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	10
assemblage-595-777	0	0	0	0	41	0	0	13	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	63	6	0	0	0	0	22	11	0	3	0	0	0	0	0	0	0	11	29	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	130	0	0	17	0	0	25	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-752-988	0	0	0	0	35	0	0	18	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	54	6	0	0	0	0	32	15	0	6	0	0	0	0	0	0	0	4	32	0	0	0	9	0	0	0	0	0	24	0	0	0	0	0	0	0	137	0	0	20	0	0	28	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-747-973	0	0	0	0	51	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	41	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	23	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	14
assemblage-756-597	0	0	0	0	19	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	17	0	0	8	0	0	0	0	0	0	0	0	17	28	0	0	0	0	37	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	16
assemblage-920-795	0	0	0	0	17	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	21	0	0	0	0	0	0	0	0	0	0	0	15	18	0	0	0	0	52	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	20
assemblage-942-784	0	0	42	0	18	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	81	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	5	0	0	72	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-567-217	0	4	28	0	121	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	21	0	0	0	0	0	0	0	41	63	0	13	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9
