Assemblage_Name	2761914-0-2874756	7262928-8186419-2	1-0-3926351	1-8186419-1888884	8486555-2822334-1	875108-0-2	5370446-581701-7695073	365333-0-2	5370446-0-7695073	5849909-8186419-2	8486555-4-7227589	1-5347208-1802521	2-1100065-0	875108-9907597-5877054	4-9300046-4	2-4-2506253	1-8343655-2	8486555-8866492-1	9014259-0-2	5376894-5331242-4	4-9217427-3104476	8863424-0-2	0-4-1919747	4-1-2046137	7959428-0-2874756	1-3163665-2	8486555-284584-1	1-421148-3	8486555-8447540-1	1-2294962-7409470	515124-4-3	1-2294962-2	6702587-1-4	1-0-1802521	875108-4895904-2	2629709-0-2874756	0-4-0	1-0-4776289	2761914-0-7173647	6656392-4-3	1-1411855-4776289	9128292-3417607-2874756	2-4-9199318	1-3000255-2	4240395-4-3	6426332-1426020-2	1-3417607-2874756	2738624-0-1	2-4-6438592	1-0-4595466	1-1101663-3	5844896-1426020-2	875108-0-4759031	8486555-7594159-1	0-403084-0	1-2077414-3	7771999-0-2	875108-1283910-2	875108-9907597-5828400	4-1-3104476	4-1-6416878	1-0-2946387	1-8186419-189191	1-9566614-2874756	8853862-4-3	4489910-2294962-2	8486555-4-1	1-1426020-2	5062852-0-2874756	1-5155414-2	2738624-4327179-1	1-8230572-2874756	1-6395547-3	1-2294962-4276358	4-1-2547144	2-8180117-0	5376894-1-4	2706395-0-2	6802382-4568668-0	4881197-2294962-2	4-6682994-4	1-4-1	1-4-3	3803940-4-3	3586236-4-3	2-2417296-0	4-4-6786872	1-504556-2	4273587-4-3	4-228519-3104476	2735200-1-4	1-4-2234049	875108-0-6688869	9618605-9907597-2	1-0-2	875108-0-2113107	1-0-7695073	4773645-4568668-0	4-1-4	7464314-0-2	7116883-4-3	875108-6167901-2	1-8186419-104999	1-4-7523333	1-1855623-3	7663190-8186419-2	6702587-3743902-4	3582035-8186419-2	2-4-0	1-1426020-348873	2608227-4-0	1-0-6727125	1-8186419-2	6702587-2982736-4	6044338-0-2	1-0-2874756	4-1-7276475	875108-9907597-2	1-712043-3
assemblage-331-488	0	0	0	6	0	105	0	0	0	2	0	0	0	0	0	12	0	0	19	0	0	0	0	0	0	0	0	0	0	7	0	74	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	5	0	0	5	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	13	0	0	0	0	0	0	0	0	8	0	0	0	37	0	0	78	0	23	44
assemblage-567-372	0	0	0	10	0	93	0	8	0	5	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	6	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	12	0	0	0	0	0	0	0	0	0	0	0	6	75	0	7	31	0	52	44
assemblage-483-389	0	0	0	6	0	102	0	8	0	6	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	7	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	11	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	10	0	0	0	0	0	0	0	0	0	0	0	9	64	0	4	47	0	37	45
assemblage-360-364	0	0	0	8	0	89	0	7	0	4	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	13	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	13	0	0	0	0	0	0	0	0	0	0	0	5	49	0	0	64	0	51	51
assemblage-478-729	18	0	0	1	0	57	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	21	0	14	7	0	0	0	7	0	0	0	0	38	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	11	47	0	59	32
assemblage-507-435	12	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	9	0	3	0	0	0	0	8	0	0	0	0	51	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	92	0	11	41	0	60	32
assemblage-634-495	16	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	19	0	15	3	0	0	0	0	0	0	0	0	49	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	9	44	0	54	37
assemblage-330-618	9	0	0	19	0	83	0	0	4	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	4	0	0	0	8	0	0	0	0	0	0	10	0	0	0	0	41	0	0	0	0	3	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	23	3	0	56	31
assemblage-571-570	16	0	0	20	0	54	0	0	9	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	30	0	0	6	0	0	0	6	0	0	0	0	0	0	9	0	0	0	0	25	0	0	0	0	8	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	17	7	0	46	47
assemblage-599-491	13	0	0	17	0	57	0	0	6	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	9	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	42	0	0	0	0	12	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	17	7	0	46	43
