Assemblage_Name	6197775-1-4	2-4563034-4	0-3238879-5590199	2-2596023-4	4-5135261-2	0-3238879-7757338	2751279-0-3	0-3238879-846794	0-0-2148195	6122713-3238879-6138094	1929731-4563034-4	4-3864711-2199186	1741039-1-4	0-7805550-3	3442673-0-4071439	3236763-3238879-3	7245796-3850678-3	4-5135261-1907443	0-9294256-3	2709898-5135261-4587429	3442673-1065966-4071439	2-1-1079395	2-5643362-4	6269949-1-4	2-1-4	1844958-1-4	3-8244346-2679564	0-6024646-6138094	7245796-1305743-3	7245796-2819071-6831437	3-3-3	4-5135261-4587429	424494-1-4	0-3238879-3	8217965-3238879-3	1300697-7759368-3	487961-3238879-2379515	2-2-1944674	0-0-3	8268490-2819071-3	2226820-0-3	0-9949628-3	4863115-5135261-2199186	5121433-1-4	8074213-1-4	1741039-8731177-4	1-2-2	0-3238879-1895335	0-5606499-3	4-5135261-2199186	2-0-1578319	0-3238879-4261328	0-1599321-3	7681464-3238879-6138094	0-2507255-3	2-1408472-4	1741039-4357303-4	0-3135436-3	2930062-3850678-3	7245796-457422-3	1750808-9118913-3	8094510-3238879-3	9262563-6024646-6138094	7245796-2819071-6784922	1-2-5818762	7245796-2819071-3	7245796-2819071-1046215	0-3238879-8942647	5673213-1-1718762	7379437-0-3	2-1-1718762	0-7368667-3	8320960-1-4	105073-2819071-3	0-3238879-9905883	0-3238879-5957887	2-4100216-4	3-4-0	8641710-0-3	0-5961745-3	2-1-5620447	9574043-3238879-6138094	3-0-2679564	0-2419178-3	0-4127561-3	4-6775148-2199186	2-1-4379394	3467961-2819071-3	7245796-3238879-3	0-1404450-6570795	2938094-1-4	7386432-3238879-3	1750808-4354820-3	94893-5135261-2199186	4-8511334-2199186	8980706-5135261-2199186	4-6083616-2199186	0-3613859-6138094	487961-3238879-3	0-9322435-3	6090158-5135261-2199186	8868570-5135261-2199186	4-6867777-2199186	0-3238879-6138094	0-0-2010397	9008891-1-4	2-1-120722
assemblage-550-679	0	0	0	0	7	0	0	8	3	0	0	0	0	3	11	0	20	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	122	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	50
assemblage-649-515	0	0	0	0	12	0	0	0	0	0	0	0	9	9	30	0	22	0	0	0	8	0	0	0	69	0	0	0	0	0	0	0	0	87	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	16	0	4	0	0	0	0	0	0	0	0	0	0	0	0	17	10	0	0	48
assemblage-579-537	0	0	0	0	0	0	0	0	0	0	0	0	5	5	7	0	0	0	0	0	2	0	0	0	85	0	0	0	0	0	0	0	0	90	0	0	0	0	62	0	0	0	0	0	10	5	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	46
assemblage-413-510	0	0	0	0	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	10	0	0	0	56	0	0	0	0	0	0	0	0	60	0	0	0	0	76	0	0	0	0	0	13	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	25	0	0	61
assemblage-456-628	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	13	0	0	0	74	0	0	0	0	0	0	0	0	58	0	0	0	0	75	0	0	0	0	0	13	4	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	45
assemblage-535-590	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	113	0	0	0	0	61	0	0	0	0	5	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	45	0	0	47
assemblage-525-510	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	130	0	0	0	0	56	0	0	0	0	3	0	0	0	0	0	31	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	50	0	0	43
assemblage-687-637	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	105	0	0	0	0	37	0	0	0	0	8	0	0	0	0	0	39	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	76	0	0	43
assemblage-534-591	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	120	0	0	0	0	0	0	0	0	68	0	0	0	0	19	0	12	0	0	11	0	0	0	0	0	22	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	4	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	56
assemblage-596-514	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	3	0	0	0	116	0	0	0	0	0	0	0	0	68	0	0	0	0	30	0	8	0	0	11	0	0	0	0	0	20	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	7	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	27	0	0	48
assemblage-305-539	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	106	0	0	0	0	0	0	0	0	66	0	0	0	0	30	0	8	0	0	7	0	0	0	0	0	41	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	3	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	34	0	0	56
assemblage-392-579	0	0	0	0	0	0	22	0	0	0	0	25	0	0	0	0	0	0	0	0	19	0	0	0	102	0	0	0	0	0	0	0	0	63	0	0	0	0	15	0	14	0	0	0	0	0	0	0	0	26	0	10	28	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	23	9	0	21
assemblage-504-504	0	0	0	0	0	0	14	0	0	0	0	19	0	0	0	0	0	0	0	0	6	0	0	0	112	0	0	0	0	0	0	0	0	63	0	0	0	0	15	0	21	0	0	0	0	0	0	0	0	36	0	6	30	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	33	10	0	29
assemblage-387-549	0	0	0	0	0	0	10	0	0	0	0	38	0	0	0	0	0	0	0	0	7	0	0	0	84	0	0	0	0	0	0	0	0	53	0	0	0	0	15	0	23	0	0	0	0	0	0	0	0	32	0	8	18	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	36	5	0	40
assemblage-439-556	0	0	0	0	0	0	7	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	8	0	0	0	0	46	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	42	0	5	6	4	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	27	0	51
assemblage-416-479	0	0	0	0	0	0	5	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	5	0	0	0	0	44	0	0	0	0	5	0	13	0	0	0	0	0	0	0	0	28	0	14	17	3	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	12	0	48
assemblage-503-562	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	4	0	0	0	0	47	0	0	0	0	6	0	11	0	0	0	0	0	0	0	0	28	0	10	16	0	0	0	0	0	0	0	0	0	0	10	0	127	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	26	0	48
assemblage-520-586	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	19	0	52	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	12	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	106	0	0	33	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	43	54	0	58
assemblage-340-439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	3	6	0	12	0	58	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	12	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	36	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	45	39	0	52
assemblage-392-520	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	6	0	0	0	5	0	38	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	17	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	54	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	44	58	0	65
